Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)   (SDE)   (SDC)
2017 191 56730   4208830.071   2334850.500   4171267.350      9.322   2.282   0.137   2.420   0.481  12.053  32.917
2017 191 56760   4208830.071   2334850.500   4171267.350      9.394   2.282   0.137   2.420   0.482  12.052  32.917
2017 191 56790   4208830.071   2334850.500   4171267.350      9.523   2.282   0.137   2.420   0.482  12.051  32.917
2017 191 56820   4208830.071   2334850.500   4171267.350      9.491   2.282   0.138   2.420   0.482  12.050  32.917
2017 191 56850   4208830.071   2334850.500   4171267.350      9.324   2.282   0.138   2.420   0.482  12.050  32.916
2017 191 56880   4208830.071   2334850.500   4171267.350      9.481   2.282   0.138   2.420   0.482  12.049  32.916
2017 191 56910   4208830.071   2334850.500   4171267.350      9.414   2.282   0.138   2.420   0.482  12.049  32.916
2017 191 56940   4208830.071   2334850.500   4171267.350      9.208   2.282   0.138   2.421   0.482  12.048  32.916
2017 191 56970   4208830.071   2334850.500   4171267.350      9.197   2.282   0.138   2.421   0.482  12.047  32.915
2017 191 57000   4208830.071   2334850.500   4171267.350      9.153   2.282   0.138   2.421   0.481  12.046  32.914
2017 191 57030   4208830.071   2334850.500   4171267.350      9.298   2.282   0.138   2.421   0.480  12.045  32.913
2017 191 57060   4208830.071   2334850.500   4171267.350      9.180   2.282   0.138   2.421   0.480  12.044  32.912
2017 191 57090   4208830.071   2334850.500   4171267.350      8.934   2.282   0.138   2.421   0.480  12.044  32.911
2017 191 57120   4208830.071   2334850.500   4171267.350      9.339   2.282   0.138   2.421   0.480  12.044  32.911
2017 191 57150   4208830.071   2334850.500   4171267.350      9.061   2.282   0.138   2.420   0.481  12.043  32.912
2017 191 57180   4208830.071   2334850.500   4171267.350      9.218   2.282   0.138   2.421   0.482  12.042  32.913
2017 191 57210   4208830.071   2334850.500   4171267.350      8.952   2.282   0.138   2.420   0.483  12.042  32.913
2017 191 57240   4208830.071   2334850.500   4171267.350      8.803   2.282   0.138   2.420   0.484  12.041  32.914
2017 191 57270   4208830.072   2334850.500   4171267.350      8.805   2.282   0.138   2.420   0.485  12.041  32.915
2017 191 57300   4208830.072   2334850.500   4171267.350      8.496   2.282   0.138   2.420   0.486  12.041  32.916
2017 191 57330   4208830.072   2334850.500   4171267.350      8.579   2.282   0.138   2.420   0.486  12.040  32.913
2017 191 57360   4208830.072   2334850.500   4171267.350      8.822   2.282   0.138   2.420   0.486  12.040  32.913
2017 191 57390   4208830.072   2334850.500   4171267.350      8.615   2.282   0.138   2.420   0.485  12.039  32.914
2017 191 57420   4208830.072   2334850.500   4171267.350      8.741   2.282   0.138   2.420   0.485  12.039  32.911
2017 191 57450   4208830.072   2334850.500   4171267.350      8.941   2.282   0.138   2.420   0.484  12.039  32.912
2017 191 57480   4208830.072   2334850.500   4171267.350      8.891   2.282   0.138   2.421   0.485  12.040  32.912
2017 191 57510   4208830.072   2334850.500   4171267.350      8.963   2.282   0.138   2.421   0.486  12.042  32.913
2017 191 57540   4208830.072   2334850.500   4171267.350      8.991   2.282   0.138   2.421   0.487  12.043  32.914
2017 191 57570   4208830.072   2334850.500   4171267.350      8.730   2.282   0.138   2.421   0.488  12.043  32.914
2017 191 57600   4208830.072   2334850.500   4171267.350      8.671   2.282   0.139   2.421   0.488  12.044  32.916
2017 191 57630   4208830.072   2334850.500   4171267.350      8.799   2.282   0.139   2.421   0.489  12.044  32.916
2017 191 57660   4208830.072   2334850.500   4171267.350      8.801   2.282   0.139   2.421   0.490  12.044  32.916
2017 191 57690   4208830.072   2334850.500   4171267.350      8.824   2.282   0.139   2.421   0.490  12.044  32.916
2017 191 57720   4208830.072   2334850.500   4171267.350      8.903   2.282   0.139   2.421   0.490  12.044  32.915
2017 191 57750   4208830.072   2334850.500   4171267.351      8.801   2.282   0.139   2.421   0.491  12.044  32.914
2017 191 57780   4208830.072   2334850.500   4171267.351      8.866   2.282   0.139   2.421   0.492  12.044  32.914
2017 191 57810   4208830.072   2334850.500   4171267.351      8.743   2.282   0.139   2.421   0.494  12.043  32.914
2017 191 57840   4208830.072   2334850.500   4171267.351      8.653   2.282   0.139   2.422   0.493  12.043  32.913
2017 191 57870   4208830.072   2334850.500   4171267.351      8.517   2.282   0.139   2.422   0.493  12.042  32.912
2017 191 57900   4208830.072   2334850.500   4171267.351      8.498   2.282   0.139   2.422   0.492  12.042  32.912
2017 191 57930   4208830.072   2334850.500   4171267.351      8.800   2.282   0.139   2.422   0.492  12.041  32.912
2017 191 57960   4208830.072   2334850.500   4171267.351      8.742   2.282   0.139   2.422   0.492  12.040  32.911
2017 191 57990   4208830.072   2334850.500   4171267.351      9.095   2.282   0.139   2.422   0.491  12.040  32.911
2017 191 58020   4208830.072   2334850.500   4171267.351      9.462   2.282   0.139   2.422   0.492  12.039  32.911
2017 191 58050   4208830.072   2334850.500   4171267.351      9.479   2.282   0.139   2.421   0.492  12.039  32.911
2017 191 58080   4208830.072   2334850.500   4171267.351      9.343   2.282   0.139   2.421   0.493  12.039  32.911
2017 191 58110   4208830.072   2334850.501   4171267.351      9.115   2.282   0.139   2.421   0.492  12.038  32.910
2017 191 58140   4208830.072   2334850.501   4171267.351      9.139   2.282   0.139   2.421   0.492  12.038  32.910
2017 191 58170   4208830.072   2334850.501   4171267.351      8.936   2.282   0.139   2.421   0.493  12.038  32.910
2017 191 58200   4208830.072   2334850.501   4171267.351      8.742   2.282   0.139   2.421   0.494  12.038  32.911
2017 191 58230   4208830.072   2334850.501   4171267.351      8.907   2.282   0.139   2.421   0.494  12.038  32.912
2017 191 58260   4208830.072   2334850.501   4171267.351      9.218   2.282   0.138   2.421   0.493  12.038  32.912
2017 191 58290   4208830.072   2334850.501   4171267.351      9.344   2.282   0.138   2.421   0.492  12.037  32.913
2017 191 58320   4208830.072   2334850.501   4171267.351      9.520   2.282   0.138   2.421   0.492  12.037  32.913
2017 191 58350   4208830.072   2334850.501   4171267.351      9.522   2.282   0.138   2.421   0.492  12.036  32.913
2017 191 58380   4208830.072   2334850.501   4171267.351      9.661   2.282   0.138   2.420   0.493  12.036  32.914
2017 191 58410   4208830.072   2334850.501   4171267.351      9.469   2.282   0.138   2.420   0.495  12.037  32.915
2017 191 58440   4208830.072   2334850.501   4171267.351      9.411   2.282   0.138   2.420   0.495  12.038  32.914
2017 191 58470   4208830.072   2334850.501   4171267.351      9.568   2.282   0.138   2.420   0.495  12.038  32.915
2017 191 58500   4208830.072   2334850.501   4171267.351      7.613   2.282   0.138   2.420   0.494  12.038  32.915
2017 191 58530   4208830.072   2334850.501   4171267.351      6.207   2.282   0.138   2.420   0.495  12.039  32.914
2017 191 58560   4208830.072   2334850.501   4171267.351      6.184   2.282   0.138   2.420   0.495  12.040  32.915
2017 191 58590   4208830.072   2334850.501   4171267.351      6.017   2.282   0.138   2.420   0.495  12.040  32.915
2017 191 58620   4208830.072   2334850.501   4171267.351      5.898   2.282   0.138   2.420   0.495  12.040  32.914
2017 191 58650   4208830.072   2334850.501   4171267.351      5.630   2.282   0.138   2.420   0.496  12.041  32.913
2017 191 58680   4208830.072   2334850.501   4171267.351      5.568   2.282   0.138   2.421   0.496  12.041  32.913
2017 191 58710   4208830.072   2334850.501   4171267.351      5.410   2.282   0.138   2.421   0.497  12.041  32.913
2017 191 58740   4208830.072   2334850.501   4171267.351      5.731   2.282   0.138   2.421   0.497  12.042  32.913
2017 191 58770   4208830.072   2334850.501   4171267.351      5.429   2.282   0.138   2.421   0.497  12.041  32.913
2017 191 58800   4208830.072   2334850.501   4171267.351      5.578   2.282   0.139   2.421   0.496  12.041  32.913
2017 191 58830   4208830.072   2334850.501   4171267.351      5.777   2.282   0.139   2.421   0.497  12.042  32.912
2017 191 58860   4208830.072   2334850.501   4171267.351      5.605   2.282   0.139   2.421   0.497  12.043  32.912
2017 191 58890   4208830.072   2334850.501   4171267.351      5.502   2.282   0.139   2.421   0.499  12.043  32.911
2017 191 58920   4208830.072   2334850.501   4171267.351      5.605   2.282   0.139   2.421   0.500  12.044  32.912
2017 191 58950   4208830.072   2334850.501   4171267.351      5.596   2.282   0.138   2.421   0.501  12.044  32.911
2017 191 58980   4208830.072   2334850.501   4171267.351      5.526   2.282   0.138   2.421   0.503  12.044  32.911
2017 191 59010   4208830.072   2334850.501   4171267.351      5.519   2.282   0.138   2.421   0.503  12.044  32.912
2017 191 59040   4208830.072   2334850.501   4171267.351      5.357   2.282   0.139   2.421   0.503  12.045  32.913
2017 191 59070   4208830.072   2334850.501   4171267.351      5.650   2.282   0.139   2.421   0.503  12.045  32.913
2017 191 59100   4208830.072   2334850.501   4171267.351      6.040   2.282   0.139   2.421   0.504  12.045  32.912
2017 191 59130   4208830.072   2334850.501   4171267.351      5.848   2.282   0.139   2.421   0.505  12.045  32.912
2017 191 59160   4208830.072   2334850.501   4171267.351      5.678   2.282   0.139   2.421   0.505  12.046  32.912
2017 191 59190   4208830.072   2334850.501   4171267.351      5.671   2.282   0.139   2.421   0.507  12.047  32.913
2017 191 59220   4208830.072   2334850.501   4171267.351      5.808   2.282   0.139   2.421   0.506  12.048  32.913
2017 191 59250   4208830.072   2334850.501   4171267.351      5.616   2.282   0.139   2.421   0.507  12.048  32.913
2017 191 59280   4208830.072   2334850.501   4171267.351      5.299   2.282   0.139   2.421   0.508  12.048  32.913
2017 191 59310   4208830.072   2334850.501   4171267.351      5.142   2.282   0.139   2.421   0.507  12.048  32.913
2017 191 59340   4208830.072   2334850.501   4171267.351      5.294   2.282   0.139   2.421   0.507  12.048  32.912
2017 191 59370   4208830.072   2334850.501   4171267.351      5.004   2.282   0.139   2.421   0.508  12.048  32.912
2017 191 59400   4208830.072   2334850.502   4171267.351      5.240   2.282   0.139   2.421   0.508  12.048  32.913
2017 191 59430   4208830.072   2334850.502   4171267.351      5.455   2.282   0.139   2.421   0.507  12.048  32.913
2017 191 59460   4208830.072   2334850.502   4171267.351      5.137   2.282   0.139   2.421   0.506  12.048  32.912
2017 191 59490   4208830.072   2334850.502   4171267.351      5.402   2.282   0.139   2.421   0.506  12.049  32.911
2017 191 59520   4208830.072   2334850.502   4171267.351      5.667   2.282   0.139   2.421   0.507  12.050  32.911
2017 191 59550   4208830.072   2334850.502   4171267.351      5.526   2.282   0.139   2.421   0.508  12.051  32.912
2017 191 59580   4208830.072   2334850.502   4171267.351      5.131   2.282   0.139   2.421   0.511  12.051  32.911
2017 191 59610   4208830.072   2334850.502   4171267.351      5.271   2.282   0.139   2.421   0.511  12.051  32.910
2017 191 59640   4208830.072   2334850.502   4171267.351      5.411   2.282   0.139   2.421   0.511  12.050  32.911
2017 191 59670   4208830.072   2334850.502   4171267.351      5.853   2.282   0.139   2.421   0.514  12.051  32.911
2017 191 59700   4208830.072   2334850.502   4171267.351      5.691   2.282   0.139   2.421   0.514  12.052  32.909
2017 191 59730   4208830.072   2334850.502   4171267.351      5.654   2.282   0.139   2.421   0.515  12.052  32.908
2017 191 59760   4208830.072   2334850.502   4171267.351      5.510   2.282   0.139   2.421   0.515  12.052  32.908
2017 191 59790   4208830.072   2334850.502   4171267.351      5.690   2.282   0.139   2.421   0.515  12.053  32.908
2017 191 59820   4208830.072   2334850.502   4171267.351      5.546   2.282   0.139   2.421   0.515  12.053  32.907
2017 191 59850   4208830.072   2334850.502   4171267.351      5.429   2.282   0.139   2.421   0.515  12.053  32.906
2017 191 59880   4208830.072   2334850.502   4171267.351      5.437   2.282   0.139   2.421   0.515  12.052  32.905
2017 191 59910   4208830.072   2334850.502   4171267.351      4.978   2.282   0.139   2.421   0.515  12.052  32.904
2017 191 59940   4208830.072   2334850.502   4171267.351      4.996   2.282   0.138   2.421   0.515  12.052  32.903
2017 191 59970   4208830.072   2334850.502   4171267.351      5.062   2.282   0.138   2.421   0.516  12.052  32.903
2017 191 60000   4208830.072   2334850.502   4171267.351      5.527   2.282   0.138   2.421   0.517  12.052  32.903
2017 191 60030   4208830.072   2334850.502   4171267.351      5.095   2.282   0.138   2.421   0.518  12.052  32.903
2017 191 60060   4208830.072   2334850.502   4171267.351      5.238   2.282   0.139   2.421   0.520  12.052  32.901
2017 191 60090   4208830.072   2334850.502   4171267.351      5.020   2.282   0.139   2.421   0.520  12.052  32.901
2017 191 60120   4208830.072   2334850.502   4171267.351      4.919   2.282   0.139   2.421   0.519  12.053  32.901
2017 191 60150   4208830.072   2334850.502   4171267.351      4.838   2.282   0.139   2.421   0.518  12.053  32.902
2017 191 60180   4208830.072   2334850.502   4171267.351      4.977   2.282   0.139   2.421   0.517  12.052  32.902
2017 191 60210   4208830.072   2334850.502   4171267.351      5.441   2.282   0.139   2.421   0.517  12.052  32.902
2017 191 60240   4208830.072   2334850.502   4171267.351      5.117   2.282   0.139   2.421   0.516  12.052  32.902
2017 191 60270   4208830.072   2334850.502   4171267.351      5.428   2.282   0.139   2.422   0.516  12.052  32.902
2017 191 60300   4208830.072   2334850.502   4171267.351      5.527   2.282   0.139   2.422   0.516  12.051  32.901
2017 191 60330   4208830.072   2334850.502   4171267.351      5.910   2.282   0.139   2.422   0.516  12.050  32.901
2017 191 60360   4208830.072   2334850.502   4171267.351      5.526   2.282   0.140   2.422   0.515  12.050  32.901
2017 191 60390   4208830.072   2334850.502   4171267.351      5.158   2.282   0.140   2.422   0.515  12.050  32.902
2017 191 60420   4208830.072   2334850.502   4171267.351      5.084   2.282   0.139   2.422   0.516  12.050  32.903
2017 191 60450   4208830.072   2334850.502   4171267.351      4.689   2.282   0.139   2.422   0.517  12.050  32.904
2017 191 60480   4208830.072   2334850.502   4171267.351      4.485   2.282   0.139   2.422   0.517  12.050  32.906
2017 191 60510   4208830.072   2334850.502   4171267.351      4.154   2.282   0.139   2.421   0.518  12.050  32.906
