Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)
2017 191 28590   4208830.071   2334850.519   4171267.355      9.434   2.282   0.129   2.411
2017 191 28620   4208830.071   2334850.519   4171267.354      9.371   2.282   0.129   2.411
2017 191 28650   4208830.071   2334850.519   4171267.354      8.888   2.282   0.129   2.411
2017 191 28680   4208830.071   2334850.519   4171267.354      8.651   2.282   0.129   2.411
2017 191 28710   4208830.071   2334850.519   4171267.354      8.717   2.282   0.129   2.411
2017 191 28740   4208830.071   2334850.519   4171267.354      8.866   2.282   0.129   2.411
2017 191 28770   4208830.071   2334850.519   4171267.354      9.042   2.282   0.129   2.411
2017 191 28800   4208830.071   2334850.519   4171267.354      9.105   2.282   0.129   2.411
2017 191 28830   4208830.071   2334850.519   4171267.354      8.862   2.282   0.129   2.411
2017 191 28860   4208830.071   2334850.519   4171267.354      9.215   2.282   0.129   2.411
2017 191 28890   4208830.071   2334850.519   4171267.354      9.261   2.282   0.129   2.411
2017 191 28920   4208830.071   2334850.519   4171267.354      9.636   2.282   0.129   2.411
2017 191 28950   4208830.071   2334850.519   4171267.354      8.982   2.282   0.129   2.411
2017 191 28980   4208830.071   2334850.519   4171267.354      9.441   2.282   0.129   2.411
2017 191 29010   4208830.071   2334850.519   4171267.354      9.036   2.282   0.129   2.411
2017 191 29040   4208830.071   2334850.519   4171267.354      8.924   2.282   0.129   2.411
2017 191 29070   4208830.071   2334850.519   4171267.354      8.651   2.282   0.129   2.411
2017 191 29100   4208830.071   2334850.519   4171267.354      9.162   2.282   0.129   2.411
2017 191 29130   4208830.071   2334850.519   4171267.354      9.249   2.282   0.129   2.411
2017 191 29160   4208830.071   2334850.519   4171267.354      9.396   2.282   0.129   2.411
2017 191 29190   4208830.071   2334850.519   4171267.354      8.614   2.282   0.129   2.411
2017 191 29220   4208830.071   2334850.519   4171267.354      8.761   2.282   0.129   2.411
2017 191 29250   4208830.071   2334850.519   4171267.354      8.959   2.282   0.129   2.411
2017 191 29280   4208830.071   2334850.519   4171267.354      8.855   2.282   0.129   2.411
2017 191 29310   4208830.071   2334850.519   4171267.354      8.846   2.282   0.129   2.411
2017 191 29340   4208830.071   2334850.518   4171267.354      8.945   2.282   0.129   2.411
2017 191 29370   4208830.071   2334850.518   4171267.354      9.308   2.282   0.128   2.411
2017 191 29400   4208830.071   2334850.518   4171267.354      8.998   2.282   0.128   2.411
2017 191 29430   4208830.071   2334850.518   4171267.354      9.035   2.282   0.128   2.411
2017 191 29460   4208830.071   2334850.518   4171267.354      9.558   2.282   0.128   2.411
2017 191 29490   4208830.071   2334850.518   4171267.354      9.400   2.282   0.128   2.411
2017 191 29520   4208830.071   2334850.518   4171267.354      9.402   2.282   0.128   2.411
2017 191 29550   4208830.071   2334850.518   4171267.354      9.595   2.282   0.128   2.411
2017 191 29580   4208830.071   2334850.518   4171267.354      8.973   2.282   0.129   2.411
2017 191 29610   4208830.071   2334850.518   4171267.354      8.961   2.282   0.128   2.411
2017 191 29640   4208830.071   2334850.518   4171267.354      8.747   2.282   0.128   2.411
2017 191 29670   4208830.071   2334850.518   4171267.354      8.597   2.282   0.128   2.411
2017 191 29700   4208830.071   2334850.518   4171267.354      9.018   2.282   0.128   2.411
2017 191 29730   4208830.071   2334850.518   4171267.354      8.736   2.282   0.128   2.411
2017 191 29760   4208830.071   2334850.518   4171267.354      8.703   2.282   0.128   2.411
2017 191 29790   4208830.071   2334850.518   4171267.354      8.695   2.282   0.128   2.411
2017 191 29820   4208830.071   2334850.518   4171267.354      8.843   2.282   0.128   2.411
2017 191 29850   4208830.071   2334850.518   4171267.354      8.459   2.282   0.128   2.411
2017 191 29880   4208830.071   2334850.518   4171267.354      8.471   2.282   0.128   2.411
2017 191 29910   4208830.071   2334850.518   4171267.354      8.904   2.282   0.128   2.411
2017 191 29940   4208830.071   2334850.518   4171267.354      9.440   2.282   0.128   2.411
2017 191 29970   4208830.071   2334850.518   4171267.354      9.579   2.282   0.128   2.411
2017 191 30000   4208830.071   2334850.518   4171267.354      9.454   2.282   0.129   2.411
2017 191 30030   4208830.071   2334850.518   4171267.354      9.409   2.282   0.129   2.411
2017 191 30060   4208830.072   2334850.518   4171267.354      9.164   2.282   0.129   2.411
2017 191 30090   4208830.072   2334850.517   4171267.354      8.603   2.282   0.129   2.411
2017 191 30120   4208830.072   2334850.517   4171267.354      8.325   2.282   0.129   2.411
2017 191 30150   4208830.072   2334850.517   4171267.354      8.517   2.282   0.129   2.411
2017 191 30180   4208830.072   2334850.517   4171267.354      8.544   2.282   0.129   2.411
2017 191 30210   4208830.072   2334850.517   4171267.354      8.983   2.282   0.129   2.411
2017 191 30240   4208830.072   2334850.517   4171267.354      8.862   2.282   0.128   2.411
2017 191 30270   4208830.072   2334850.517   4171267.354      8.936   2.282   0.128   2.411
2017 191 30300   4208830.072   2334850.517   4171267.354      9.375   2.282   0.128   2.411
2017 191 30330   4208830.072   2334850.517   4171267.354      9.124   2.282   0.128   2.411
2017 191 30360   4208830.072   2334850.517   4171267.354      9.395   2.282   0.128   2.411
2017 191 30390   4208830.072   2334850.517   4171267.354      9.378   2.282   0.128   2.411
2017 191 30420   4208830.072   2334850.517   4171267.354      8.977   2.282   0.128   2.410
2017 191 30450   4208830.072   2334850.517   4171267.354      9.290   2.282   0.128   2.410
2017 191 30480   4208830.072   2334850.517   4171267.354      8.924   2.282   0.128   2.410
2017 191 30510   4208830.072   2334850.517   4171267.354      8.948   2.282   0.128   2.410
2017 191 30540   4208830.072   2334850.517   4171267.355      8.790   2.282   0.128   2.410
2017 191 30570   4208830.072   2334850.517   4171267.355      9.081   2.282   0.128   2.411
2017 191 30600   4208830.072   2334850.517   4171267.355      9.395   2.282   0.128   2.411
2017 191 30630   4208830.072   2334850.517   4171267.355      9.459   2.282   0.128   2.411
2017 191 30660   4208830.072   2334850.517   4171267.355      9.345   2.282   0.128   2.411
2017 191 30690   4208830.072   2334850.517   4171267.355      9.740   2.282   0.128   2.411
2017 191 30720   4208830.072   2334850.517   4171267.355      9.577   2.282   0.128   2.411
2017 191 30750   4208830.072   2334850.517   4171267.355      9.289   2.282   0.128   2.411
2017 191 30780   4208830.072   2334850.517   4171267.355      9.509   2.282   0.128   2.411
2017 191 30810   4208830.072   2334850.517   4171267.355      9.726   2.282   0.128   2.411
2017 191 30840   4208830.072   2334850.517   4171267.355     10.107   2.282   0.129   2.411
2017 191 30870   4208830.072   2334850.517   4171267.355      9.818   2.282   0.129   2.411
2017 191 30900   4208830.072   2334850.517   4171267.355      9.847   2.282   0.129   2.411
2017 191 30930   4208830.072   2334850.517   4171267.355      9.615   2.282   0.129   2.411
2017 191 30960   4208830.072   2334850.517   4171267.355      9.474   2.282   0.128   2.411
2017 191 30990   4208830.072   2334850.517   4171267.355      9.511   2.282   0.128   2.411
2017 191 31020   4208830.072   2334850.517   4171267.355      9.599   2.282   0.128   2.411
2017 191 31050   4208830.072   2334850.517   4171267.355      9.613   2.282   0.128   2.411
2017 191 31080   4208830.072   2334850.517   4171267.355      9.639   2.282   0.128   2.410
2017 191 31110   4208830.072   2334850.517   4171267.355      9.733   2.282   0.128   2.410
2017 191 31140   4208830.072   2334850.517   4171267.355      9.930   2.282   0.128   2.411
2017 191 31170   4208830.072   2334850.517   4171267.355     10.218   2.282   0.129   2.411
2017 191 31200   4208830.072   2334850.517   4171267.355      9.726   2.282   0.129   2.411
2017 191 31230   4208830.072   2334850.517   4171267.356     10.037   2.282   0.128   2.411
2017 191 31260   4208830.072   2334850.517   4171267.356      9.895   2.282   0.128   2.411
2017 191 31290   4208830.073   2334850.517   4171267.356     10.154   2.282   0.128   2.411
2017 191 31320   4208830.073   2334850.517   4171267.356     10.207   2.282   0.128   2.410
2017 191 31350   4208830.073   2334850.517   4171267.356     10.134   2.282   0.128   2.410
2017 191 31380   4208830.073   2334850.517   4171267.356      9.970   2.282   0.128   2.410
2017 191 31410   4208830.073   2334850.517   4171267.356     10.180   2.282   0.128   2.410
2017 191 31440   4208830.073   2334850.517   4171267.356     10.083   2.282   0.128   2.410
2017 191 31470   4208830.073   2334850.517   4171267.356      9.700   2.282   0.128   2.410
2017 191 31500   4208830.073   2334850.517   4171267.356      9.830   2.282   0.127   2.410
2017 191 31530   4208830.073   2334850.517   4171267.356      9.817   2.282   0.127   2.410
2017 191 31560   4208830.073   2334850.517   4171267.356      9.930   2.282   0.127   2.410
2017 191 31590   4208830.073   2334850.517   4171267.356      9.978   2.282   0.127   2.410
2017 191 31620   4208830.073   2334850.517   4171267.356     10.254   2.282   0.127   2.409
2017 191 31650   4208830.073   2334850.517   4171267.356     10.089   2.282   0.127   2.409
2017 191 31680   4208830.073   2334850.517   4171267.356     10.497   2.282   0.127   2.409
2017 191 31710   4208830.073   2334850.517   4171267.356     10.500   2.282   0.127   2.410
2017 191 31740   4208830.073   2334850.517   4171267.356     10.647   2.282   0.127   2.410
2017 191 31770   4208830.073   2334850.517   4171267.356     10.696   2.282   0.127   2.410
2017 191 31800   4208830.073   2334850.517   4171267.356     10.568   2.282   0.128   2.410
2017 191 31830   4208830.073   2334850.517   4171267.356     10.481   2.282   0.128   2.410
2017 191 31860   4208830.073   2334850.517   4171267.356     10.586   2.282   0.128   2.410
2017 191 31890   4208830.073   2334850.517   4171267.356     10.077   2.282   0.127   2.410
2017 191 31920   4208830.073   2334850.517   4171267.356     10.083   2.282   0.128   2.410
2017 191 31950   4208830.073   2334850.517   4171267.357     10.457   2.282   0.128   2.410
2017 191 31980   4208830.073   2334850.517   4171267.357     10.454   2.282   0.128   2.410
2017 191 32010   4208830.073   2334850.517   4171267.357     10.944   2.282   0.128   2.411
2017 191 32040   4208830.073   2334850.517   4171267.357     10.619   2.282   0.128   2.411
2017 191 32070   4208830.073   2334850.517   4171267.357     10.923   2.282   0.128   2.411
2017 191 32100   4208830.073   2334850.517   4171267.357     10.592   2.282   0.128   2.411
2017 191 32130   4208830.073   2334850.517   4171267.357      9.167   2.282   0.129   2.411
2017 191 32160   4208830.073   2334850.517   4171267.357      9.380   2.282   0.129   2.411
2017 191 32190   4208830.073   2334850.517   4171267.357      9.349   2.282   0.129   2.411
2017 191 32220   4208830.073   2334850.518   4171267.357      9.424   2.282   0.129   2.412
2017 191 32250   4208830.073   2334850.518   4171267.357      9.461   2.282   0.129   2.412
2017 191 32280   4208830.073   2334850.518   4171267.357      9.742   2.282   0.130   2.412
2017 191 32310   4208830.073   2334850.518   4171267.357      9.718   2.282   0.130   2.412
2017 191 32340   4208830.073   2334850.518   4171267.357      9.629   2.282   0.130   2.412
2017 191 32370   4208830.073   2334850.518   4171267.357     10.212   2.282   0.130   2.413
2017 191 32400   4208830.073   2334850.518   4171267.357      9.981   2.282   0.130   2.413
2017 191 32430   4208830.073   2334850.518   4171267.357      9.823   2.282   0.131   2.413
2017 191 32460   4208830.073   2334850.518   4171267.357     10.107   2.282   0.131   2.414
2017 191 32490   4208830.073   2334850.518   4171267.357     10.108   2.282   0.131   2.414
2017 191 32520   4208830.073   2334850.517   4171267.357     10.098   2.282   0.132   2.414
2017 191 32550   4208830.073   2334850.517   4171267.357     10.085   2.282   0.132   2.414
2017 191 32580   4208830.073   2334850.517   4171267.357     10.049   2.282   0.132   2.414
2017 191 32610   4208830.073   2334850.517   4171267.357     10.331   2.282   0.132   2.414
2017 191 32640   4208830.073   2334850.517   4171267.357     10.140   2.282   0.132   2.414
2017 191 32670   4208830.073   2334850.517   4171267.357     10.307   2.282   0.132   2.414
2017 191 32700   4208830.073   2334850.517   4171267.357     10.550   2.282   0.132   2.414
2017 191 32730   4208830.073   2334850.517   4171267.357     10.537   2.282   0.132   2.414
2017 191 32760   4208830.073   2334850.517   4171267.357     10.415   2.282   0.132   2.414
2017 191 32790   4208830.073   2334850.517   4171267.357     10.938   2.282   0.132   2.414
2017 191 32820   4208830.074   2334850.517   4171267.358     10.763   2.282   0.132   2.414
2017 191 32850   4208830.074   2334850.517   4171267.358     10.799   2.282   0.132   2.414
2017 191 32880   4208830.074   2334850.517   4171267.358     10.851   2.282   0.132   2.414
2017 191 32910   4208830.074   2334850.517   4171267.358     10.496   2.282   0.132   2.414
2017 191 32940   4208830.074   2334850.517   4171267.358     10.427   2.282   0.132   2.414
2017 191 32970   4208830.074   2334850.517   4171267.358     10.355   2.282   0.132   2.415
2017 191 33000   4208830.074   2334850.517   4171267.358     10.136   2.282   0.132   2.415
2017 191 33030   4208830.074   2334850.517   4171267.358     10.076   2.282   0.133   2.415
2017 191 33060   4208830.074   2334850.517   4171267.358     10.264   2.282   0.133   2.415
2017 191 33090   4208830.074   2334850.517   4171267.358     10.226   2.282   0.133   2.416
2017 191 33120   4208830.074   2334850.517   4171267.358     10.226   2.282   0.133   2.416
